timestamp,duration,status
2023-01-21T16:52:11.069Z,0.015,not-afk
2023-01-21T16:52:11.069Z,216.216,afk
2023-01-21T16:52:11.069Z,211.208,afk
2023-01-21T16:45:58.898Z,372.174,afk
2023-01-21T16:45:58.898Z,0,not-afk
2023-01-21T16:45:58.898Z,237.887,afk
2023-01-21T16:45:58.898Z,227.867,afk
2023-01-21T16:35:31.428Z,627.47,afk
2023-01-21T16:35:31.428Z,404.452,afk
2023-01-21T16:35:31.428Z,404.452,afk
2023-01-21T16:35:31.428Z,414.482,afk
2023-01-21T16:35:31.428Z,394.442,afk
2023-01-21T16:30:34.295Z,297.148,not-afk
2023-01-21T16:20:31.834Z,602.46,afk
2023-01-21T16:20:31.834Z,432.384,afk
2023-01-21T16:20:31.834Z,427.37,afk
2023-01-21T16:05:46.919Z,884.931,not-afk
2023-01-21T16:00:18.960Z,327.958,afk
2023-01-21T16:00:18.960Z,192.944,afk
2023-01-21T16:00:11.585Z,7.389,not-afk
2023-01-21T15:55:41.085Z,245.499,afk
2023-01-21T15:55:41.085Z,250.505,afk
2023-01-21T15:55:41.085Z,245.499,afk
2023-01-21T15:55:41.084Z,265.527,afk
2023-01-21T15:55:41.084Z,270.5,afk
2023-01-21T15:55:41.084Z,270.5,afk
2023-01-21T15:55:41.084Z,260.521,afk
2023-01-21T15:55:21.138Z,19.962,not-afk
2023-01-21T15:44:40.209Z,640.928,afk
2023-01-21T15:44:40.209Z,315.381,afk
2023-01-21T15:44:40.209Z,325.4,afk
2023-01-21T15:44:40.209Z,325.4,afk
2023-01-21T15:44:40.209Z,310.369,afk
2023-01-21T15:43:34.272Z,65.952,not-afk
2023-01-21T15:43:34.272Z,45.113,not-afk
2023-01-21T15:33:27.851Z,241.664,afk
2023-01-21T15:33:27.851Z,246.669,afk
2023-01-21T15:33:27.851Z,226.63,afk
2023-01-21T15:33:27.850Z,606.424,afk
2023-01-21T15:33:27.850Z,606.424,afk
2023-01-21T15:33:27.850Z,0.014,not-afk
2023-01-21T15:33:27.850Z,602.197,afk
2023-01-21T15:22:17.413Z,670.451,afk
2023-01-21T15:22:17.413Z,321.171,afk
2023-01-21T15:22:17.413Z,321.171,afk
2023-01-21T15:22:17.413Z,311.159,afk
2023-01-21T15:20:02.880Z,134.549,not-afk
2023-01-21T09:19:11.397Z,21651.482,afk
2023-01-21T09:19:11.397Z,21100.725,afk
2023-01-21T09:19:11.397Z,21110.743,afk
2023-01-21T09:19:11.397Z,21115.748,afk
2023-01-21T09:19:11.397Z,21120.755,afk
2023-01-21T09:19:11.397Z,21100.725,afk
2023-01-21T09:18:57.779Z,13.63,not-afk
2023-01-21T09:11:09.616Z,468.162,afk
2023-01-21T09:11:09.616Z,403.069,afk
2023-01-21T09:11:09.616Z,403.069,afk
2023-01-21T09:11:09.616Z,413.086,afk
2023-01-21T09:11:09.616Z,393.05,afk
2023-01-21T08:31:03.110Z,2406.522,not-afk
2023-01-21T08:21:11.726Z,591.383,afk
2023-01-21T08:21:11.726Z,275.82,afk
2023-01-21T08:21:11.726Z,275.82,afk
2023-01-21T08:21:11.726Z,285.833,afk
2023-01-21T08:21:11.726Z,265.799,afk
2023-01-21T08:09:05.919Z,725.822,not-afk
2023-01-21T08:03:58.852Z,307.066,afk
2023-01-21T08:03:58.852Z,236.931,afk
2023-01-21T08:03:58.852Z,246.949,afk
2023-01-21T08:03:58.852Z,231.926,afk
2023-01-21T07:52:53.954Z,664.911,not-afk
2023-01-21T02:47:23.149Z,0.004,not-afk
2023-01-21T01:20:31.241Z,5211.907,afk
2023-01-21T01:20:31.241Z,301.121,afk
2023-01-21T01:20:31.241Z,311.136,afk
2023-01-21T01:20:31.241Z,316.14,afk
2023-01-21T01:20:31.241Z,296.112,afk
2023-01-21T01:19:56.561Z,34.695,not-afk
2023-01-21T00:57:27.553Z,1349.007,afk
2023-01-21T00:57:27.553Z,322.324,afk
2023-01-21T00:57:27.553Z,322.324,afk
2023-01-21T00:57:27.553Z,332.339,afk
2023-01-21T00:57:27.553Z,312.316,afk
2023-01-20T21:45:17.471Z,11530.097,not-afk
2023-01-20T21:03:11.350Z,2526.12,afk
2023-01-20T21:03:11.350Z,1042.072,afk
2023-01-20T21:03:11.350Z,1052.093,afk
2023-01-20T21:03:11.350Z,1052.093,afk
2023-01-20T21:03:11.350Z,1037.059,afk
2023-01-20T21:02:06.447Z,64.919,not-afk
2023-01-20T19:41:14.756Z,4851.69,afk
2023-01-20T19:41:14.756Z,354.177,afk
2023-01-20T19:41:14.756Z,359.197,afk
2023-01-20T19:41:14.756Z,359.197,afk
2023-01-20T19:41:14.756Z,344.167,afk
2023-01-20T19:40:48.082Z,26.689,not-afk
2023-01-20T19:29:34.803Z,673.278,afk
2023-01-20T19:29:34.803Z,197.745,afk
2023-01-20T19:29:32.152Z,2.667,not-afk
2023-01-20T19:22:30.476Z,291.559,afk
2023-01-20T19:22:30.475Z,421.676,afk
2023-01-20T19:22:30.475Z,421.676,afk
2023-01-20T19:22:30.475Z,416.756,afk
2023-01-20T19:20:26.114Z,124.376,not-afk
2023-01-20T19:15:14.539Z,311.574,afk
2023-01-20T19:15:14.539Z,191.648,afk
2023-01-20T19:15:14.539Z,191.648,afk
2023-01-20T19:15:14.538Z,0.015,not-afk
2023-01-20T19:11:52.476Z,202.062,afk
2023-01-20T19:11:52.476Z,202.062,afk
2023-01-20T19:11:52.476Z,0.015,not-afk
2023-01-20T19:11:52.476Z,193.417,afk
2023-01-20T19:11:52.476Z,193.417,afk
2023-01-20T19:11:52.475Z,0.011,not-afk
2023-01-20T19:06:44.710Z,307.77,afk
2023-01-20T19:06:44.710Z,195.63,afk
2023-01-20T19:00:48.753Z,355.972,not-afk
2023-01-20T17:49:43.788Z,4264.964,afk
2023-01-20T17:49:43.788Z,247.305,afk
2023-01-20T17:49:43.788Z,232.281,afk
2023-01-20T17:49:43.788Z,247.305,afk
2023-01-20T17:49:43.788Z,232.281,afk
2023-01-20T17:24:02.879Z,1540.925,not-afk
2023-01-20T17:19:43.867Z,259.011,afk
2023-01-20T17:19:43.867Z,259.011,afk
2023-01-20T17:19:43.867Z,249.002,afk
2023-01-20T17:18:36.998Z,66.883,not-afk
2023-01-20T12:01:21.930Z,19035.067,afk
2023-01-20T11:19:00.855Z,2541.082,not-afk
2023-01-20T11:15:32.278Z,208.576,afk
2023-01-20T11:12:18.541Z,193.746,not-afk
2023-01-20T11:08:23.382Z,235.158,afk
2023-01-20T11:08:23.382Z,210.137,afk
2023-01-20T11:08:23.382Z,200.13,afk
2023-01-20T11:06:36.795Z,106.602,not-afk
2023-01-19T23:27:38.881Z,4097.059,afk
2023-01-19T23:27:38.881Z,407.245,afk
2023-01-19T23:27:38.881Z,407.245,afk
2023-01-19T23:27:38.881Z,397.224,afk
2023-01-19T23:20:24.528Z,434.369,not-afk
2023-01-19T23:14:40.819Z,343.708,afk
2023-01-19T23:14:40.819Z,268.888,afk
2023-01-19T23:14:40.819Z,278.899,afk
2023-01-19T23:14:40.819Z,263.883,afk
2023-01-19T23:03:49.263Z,651.571,not-afk
2023-01-19T22:52:15.053Z,694.209,afk
2023-01-19T22:52:15.053Z,442.824,afk
2023-01-19T22:52:15.053Z,447.826,afk
2023-01-19T22:52:15.053Z,447.826,afk
2023-01-19T22:52:15.053Z,432.815,afk
2023-01-19T22:33:13.757Z,1141.311,not-afk
2023-01-19T22:33:13.757Z,141.886,not-afk
2023-01-19T22:33:13.757Z,100.552,not-afk
2023-01-19T22:21:10.850Z,722.915,afk
2023-01-19T22:21:10.850Z,288.823,afk
2023-01-19T22:21:10.850Z,298.838,afk
2023-01-19T22:21:10.850Z,283.819,afk
2023-01-19T22:19:43.538Z,87.328,not-afk
2023-01-19T22:19:43.538Z,87.325,not-afk
2023-01-19T22:19:43.538Z,87.321,not-afk
2023-01-19T22:15:22.070Z,261.475,afk
2023-01-19T22:15:22.070Z,261.475,afk
2023-01-19T22:15:22.070Z,257.058,afk
2023-01-19T22:14:47.243Z,34.841,not-afk
2023-01-19T22:11:24.601Z,202.641,afk
2023-01-19T22:11:24.601Z,194.134,afk
2023-01-19T22:06:37.070Z,287.546,not-afk
2023-01-19T22:06:37.070Z,89.944,not-afk
2023-01-19T22:06:37.070Z,65.978,not-afk
2023-01-19T22:03:02.352Z,214.727,afk
2023-01-19T22:03:02.352Z,195.613,afk
2023-01-19T21:59:57.546Z,184.82,not-afk
2023-01-19T21:56:28.979Z,208.566,afk
2023-01-19T21:37:55.343Z,1113.648,not-afk
2023-01-19T21:29:38.913Z,496.429,afk
2023-01-19T21:29:38.913Z,341.436,afk
2023-01-19T21:29:38.913Z,341.436,afk
2023-01-19T21:29:38.913Z,331.416,afk
2023-01-19T21:28:07.445Z,91.484,not-afk
2023-01-19T21:28:07.445Z,91.47,not-afk
2023-01-19T21:22:51.663Z,315.787,afk
2023-01-19T21:22:51.663Z,298.008,afk
2023-01-19T21:22:51.663Z,292.998,afk
2023-01-19T21:19:19.927Z,211.751,not-afk
2023-01-19T21:05:01.265Z,858.661,afk
2023-01-19T21:05:01.265Z,568.341,afk
2023-01-19T21:05:01.265Z,578.353,afk
2023-01-19T21:05:01.265Z,578.353,afk
2023-01-19T21:05:01.265Z,588.365,afk
2023-01-19T21:05:01.265Z,563.332,afk
2023-01-19T21:02:48.154Z,133.127,not-afk
2023-01-18T14:15:45.491Z,110822.662,afk
2023-01-18T14:15:45.491Z,110813.101,afk
2023-01-18T13:16:25.701Z,3559.797,not-afk
2023-01-18T00:17:45.388Z,11.495,not-afk
2023-01-18T00:01:27.751Z,977.636,afk
2023-01-18T00:01:27.751Z,211.347,afk
2023-01-18T00:01:27.751Z,221.36,afk
2023-01-18T00:01:27.751Z,206.337,afk
2023-01-17T22:01:57.019Z,7170.747,not-afk
2023-01-17T21:23:54.095Z,2282.923,afk
2023-01-17T21:23:54.095Z,364.966,afk
2023-01-17T21:23:54.095Z,364.966,afk
2023-01-17T21:23:54.095Z,354.958,afk
2023-01-17T21:20:56.486Z,177.624,not-afk
2023-01-17T21:20:56.486Z,131.993,not-afk
2023-01-17T21:16:44.563Z,251.934,afk
2023-01-17T21:16:44.563Z,228.7,afk
2023-01-17T21:16:44.563Z,223.688,afk
2023-01-17T19:05:04.974Z,7899.604,not-afk
2023-01-17T18:56:22.032Z,522.941,afk
2023-01-17T18:56:22.032Z,472.905,afk
2023-01-17T18:56:22.032Z,472.905,afk
2023-01-17T18:56:22.032Z,482.916,afk
2023-01-17T18:56:22.032Z,462.897,afk
2023-01-17T18:50:06.879Z,375.167,not-afk
2023-01-17T18:50:06.879Z,87.132,not-afk
2023-01-17T18:50:06.879Z,97.165,not-afk
2023-01-17T18:50:06.879Z,37.077,not-afk
2023-01-17T18:46:37.269Z,209.622,afk
2023-01-17T18:46:37.269Z,191.617,afk
2023-01-17T18:44:08.496Z,148.785,not-afk
2023-01-17T18:40:55.537Z,192.958,afk
2023-01-17T18:40:55.537Z,192.958,afk
2023-01-17T18:38:07.473Z,168.074,not-afk
2023-01-17T18:38:07.473Z,20.353,not-afk
2023-01-17T18:28:33.298Z,574.184,afk
2023-01-17T18:28:33.298Z,219.395,afk
2023-01-17T18:28:33.298Z,209.384,afk
2023-01-17T18:28:32.440Z,0.873,not-afk
2023-01-17T18:17:03.798Z,688.641,afk
2023-01-17T18:17:03.798Z,553.436,afk
2023-01-17T18:17:03.798Z,558.446,afk
2023-01-17T18:17:03.798Z,568.456,afk
2023-01-17T18:17:03.798Z,548.416,afk
2023-01-17T18:17:00.672Z,3.141,not-afk
2023-01-17T17:42:31.141Z,2069.53,afk
2023-01-17T17:42:31.141Z,331.562,afk
2023-01-17T17:42:31.141Z,341.592,afk
2023-01-17T17:42:31.141Z,341.592,afk
2023-01-17T17:42:31.141Z,326.551,afk
2023-01-17T17:42:01.533Z,29.624,not-afk
2023-01-17T17:01:41.751Z,2419.781,afk
2023-01-17T17:01:41.751Z,326.233,afk
2023-01-17T17:01:41.751Z,326.233,afk
2023-01-17T17:01:41.751Z,0.015,not-afk
2023-01-17T17:01:41.751Z,331.24,afk
2023-01-17T17:01:41.751Z,336.254,afk
2023-01-17T17:01:41.751Z,311.215,afk
2023-01-17T17:01:41.751Z,346.28,afk
2023-01-17T17:01:41.751Z,311.215,afk
2023-01-17T16:31:16.298Z,1825.461,afk
2023-01-17T16:31:16.298Z,513.405,afk
2023-01-17T16:31:16.298Z,508.395,afk
2023-01-17T16:23:38.039Z,458.274,not-afk
2023-01-17T16:19:46.113Z,221.931,afk
2023-01-17T16:19:46.113Z,221.931,afk
2023-01-17T16:19:46.113Z,211.913,afk
2023-01-17T16:19:46.112Z,231.926,afk
2023-01-17T16:19:46.112Z,231.926,afk
2023-01-17T16:12:41.282Z,424.843,not-afk
2023-01-17T16:12:41.282Z,20.699,not-afk
2023-01-17T15:59:45.297Z,775.993,afk
2023-01-17T15:59:45.297Z,466.578,afk
2023-01-17T15:59:45.297Z,476.594,afk
2023-01-17T15:59:45.297Z,461.563,afk
2023-01-17T15:57:58.063Z,107.251,not-afk
2023-01-17T15:57:58.063Z,103.23,not-afk
2023-01-17T15:53:16.940Z,281.125,afk
2023-01-17T15:45:25.239Z,471.714,not-afk
2023-01-17T15:33:06.641Z,738.597,afk
2023-01-17T15:33:06.641Z,288.122,afk
2023-01-17T15:33:06.641Z,283.118,afk
2023-01-17T15:19:43.196Z,803.46,not-afk
2023-01-17T15:15:19.641Z,263.554,afk
2023-01-17T15:15:19.641Z,193.488,afk
2023-01-17T15:12:27.519Z,172.137,not-afk
2023-01-17T15:02:12.438Z,615.08,afk
2023-01-17T15:02:12.438Z,389.697,afk
2023-01-17T15:02:12.438Z,394.717,afk
2023-01-17T15:02:12.438Z,399.718,afk
2023-01-17T15:02:12.438Z,399.718,afk
2023-01-17T15:02:12.438Z,0.014,not-afk
2023-01-17T15:02:12.438Z,409.747,afk
2023-01-17T15:02:12.438Z,414.747,afk
2023-01-17T15:02:12.438Z,379.667,afk
2023-01-17T14:54:39.767Z,452.684,afk
2023-01-17T14:54:39.767Z,251.31,afk
2023-01-17T14:54:39.767Z,251.31,afk
2023-01-17T14:54:39.767Z,0.014,not-afk
2023-01-17T14:54:39.767Z,256.318,afk
2023-01-17T14:54:39.767Z,241.303,afk
2023-01-17T14:54:39.767Z,266.342,afk
2023-01-17T14:54:39.767Z,236.302,afk
2023-01-17T14:45:01.657Z,578.123,afk
2023-01-17T14:45:01.657Z,263.437,afk
2023-01-17T14:45:01.657Z,0.015,not-afk
2023-01-17T14:45:01.657Z,268.447,afk
2023-01-17T14:45:01.657Z,258.417,afk
2023-01-17T14:45:01.657Z,278.467,afk
2023-01-17T14:45:01.657Z,253.409,afk
2023-01-17T14:37:33.704Z,447.959,afk
2023-01-17T14:37:33.704Z,325.655,afk
2023-01-17T14:37:33.704Z,325.655,afk
2023-01-17T14:37:33.704Z,335.666,afk
2023-01-17T14:37:33.704Z,340.686,afk
2023-01-17T14:37:33.704Z,350.715,afk
2023-01-17T14:37:33.704Z,320.635,afk
2023-01-17T14:37:09.584Z,24.134,not-afk
2023-01-17T14:21:27.266Z,942.317,afk
2023-01-17T14:21:27.266Z,209.953,afk
2023-01-17T14:21:25.970Z,1.311,not-afk
2023-01-17T14:09:01.001Z,744.968,afk
2023-01-17T14:09:01.001Z,224.68,afk
2023-01-17T14:09:01.001Z,234.7,afk
2023-01-17T14:09:01.001Z,0.015,not-afk
2023-01-17T14:09:01.001Z,234.7,afk
2023-01-17T14:09:01.001Z,219.68,afk
2023-01-17T14:04:04.985Z,296.02,afk
2023-01-17T14:04:04.985Z,225.077,afk
2023-01-17T14:04:04.620Z,0.38,not-afk
2023-01-17T13:42:00.360Z,1324.259,afk
2023-01-17T13:42:00.360Z,337.449,afk
2023-01-17T13:42:00.360Z,337.449,afk
2023-01-17T13:42:00.360Z,342.46,afk
2023-01-17T13:42:00.360Z,327.425,afk
2023-01-17T13:41:52.004Z,8.372,not-afk
2023-01-17T13:34:57.735Z,414.268,afk
2023-01-17T13:34:57.735Z,304.28,afk
2023-01-17T13:34:57.735Z,314.295,afk
2023-01-17T13:34:57.735Z,314.295,afk
2023-01-17T13:34:57.735Z,299.276,afk
2023-01-17T13:34:56.024Z,1.725,not-afk
2023-01-17T13:29:17.298Z,338.725,afk
2023-01-17T13:29:17.298Z,208.838,afk
2023-01-17T13:29:17.298Z,218.868,afk
2023-01-17T13:29:17.298Z,208.838,afk
2023-01-17T13:20:24.153Z,533.16,not-afk
2023-01-17T13:02:54.954Z,1049.198,afk
2023-01-17T13:02:54.954Z,338.725,afk
2023-01-17T13:02:54.954Z,333.718,afk
2023-01-17T13:02:53.046Z,1.923,not-afk
2023-01-17T12:50:53.235Z,719.81,afk
2023-01-17T12:50:53.235Z,549.639,afk
2023-01-17T12:50:53.235Z,549.639,afk
2023-01-17T12:50:53.235Z,559.645,afk
2023-01-17T12:50:53.235Z,539.616,afk
2023-01-17T12:50:51.886Z,1.363,not-afk
2023-01-17T12:44:38.579Z,373.306,afk
2023-01-17T12:44:38.579Z,223.057,afk
2023-01-17T12:44:38.579Z,223.057,afk
2023-01-17T12:44:38.579Z,0.016,not-afk
2023-01-17T12:44:38.579Z,218.051,afk
2023-01-17T12:44:38.579Z,208.009,afk
2023-01-17T12:34:40.766Z,597.816,afk
2023-01-17T12:34:40.766Z,234.754,afk
2023-01-17T12:34:40.766Z,244.775,afk
2023-01-17T12:34:40.766Z,229.741,afk
2023-01-17T12:33:52.164Z,48.618,not-afk
2023-01-17T12:19:02.329Z,889.834,afk
2023-01-17T12:19:02.329Z,316.65,afk
2023-01-17T12:19:02.329Z,326.671,afk
2023-01-17T12:19:02.329Z,326.671,afk
2023-01-17T12:19:02.329Z,331.681,afk
2023-01-17T12:19:02.329Z,336.694,afk
2023-01-17T12:19:02.329Z,311.635,afk
2023-01-17T12:11:17.644Z,464.701,not-afk
2023-01-17T11:58:49.813Z,747.83,afk
2023-01-17T11:58:49.813Z,241.743,afk
2023-01-17T11:58:49.813Z,0.014,not-afk
2023-01-17T11:58:49.813Z,226.734,afk
2023-01-17T11:58:49.813Z,211.697,afk
2023-01-17T11:58:49.813Z,221.718,afk
2023-01-17T11:58:49.813Z,226.734,afk
2023-01-17T11:58:49.813Z,211.697,afk
2023-01-17T11:55:43.535Z,186.279,afk
2023-01-17T11:54:45.021Z,55.847,not-afk
2023-01-17T11:54:45.021Z,58.525,not-afk
2023-01-17T11:54:45.021Z,40.813,not-afk
2023-01-17T11:49:03.626Z,341.397,afk
2023-01-17T11:49:03.626Z,191.837,afk
2023-01-17T11:44:42.673Z,260.968,not-afk
2023-01-17T11:44:42.673Z,172.066,not-afk
2023-01-17T11:44:42.673Z,132.271,not-afk
2023-01-17T11:39:48.985Z,293.692,afk
2023-01-17T11:39:48.985Z,245.689,afk
2023-01-17T11:14:46.748Z,1502.252,not-afk
2023-01-17T01:20:13.223Z,35673.524,afk
2023-01-17T01:20:13.223Z,35673.524,afk
2023-01-16T23:45:12.503Z,5700.732,not-afk
2023-01-16T23:45:12.503Z,33.929,not-afk
2023-01-16T23:39:39.877Z,332.628,afk
2023-01-16T23:39:39.877Z,271.403,afk
2023-01-16T23:39:39.877Z,276.42,afk
2023-01-16T23:39:39.877Z,261.379,afk
2023-01-16T23:00:01.928Z,2377.964,not-afk
2023-01-16T22:56:29.517Z,212.41,afk
2023-01-16T22:56:29.517Z,192.419,afk
2023-01-16T22:56:21.591Z,7.94,not-afk
2023-01-16T22:47:16.126Z,545.464,afk
2023-01-16T22:47:16.126Z,505.384,afk
2023-01-16T22:47:16.126Z,495.367,afk
2023-01-16T22:40:54.758Z,381.383,not-afk
2023-01-16T22:36:04.220Z,290.537,afk
2023-01-16T22:36:04.220Z,235.751,afk
2023-01-16T22:29:33.952Z,390.283,not-afk
2023-01-16T22:24:19.751Z,314.2,afk
2023-01-16T22:24:19.751Z,274.118,afk
2023-01-16T22:24:19.751Z,279.12,afk
2023-01-16T22:24:19.751Z,264.107,afk
2023-01-16T22:23:58.331Z,21.435,not-afk
2023-01-16T22:18:46.533Z,311.797,afk
2023-01-16T22:08:51.866Z,594.682,not-afk
2023-01-16T22:04:50.298Z,241.567,afk
2023-01-16T22:04:50.298Z,216.572,afk
2023-01-16T22:04:50.298Z,206.56,afk
2023-01-16T22:01:15.501Z,214.812,not-afk
2023-01-16T22:01:15.501Z,107.837,not-afk
2023-01-16T22:01:15.501Z,135.736,not-afk
2023-01-16T22:01:15.501Z,145.851,not-afk
2023-01-16T22:01:15.501Z,155.97,not-afk
2023-01-16T22:01:15.501Z,97.437,not-afk
2023-01-16T21:58:08.813Z,186.702,afk
2023-01-16T21:58:08.808Z,0,not-afk
2023-01-16T21:58:08.805Z,0.006,not-afk
2023-01-16T21:58:08.799Z,0.014,not-afk
2023-01-16T21:52:10.032Z,358.775,afk
2023-01-16T21:52:10.032Z,330.919,afk
2023-01-16T21:52:10.032Z,335.921,afk
2023-01-16T21:52:10.032Z,315.906,afk
2023-01-16T21:52:10.032Z,315.906,afk
2023-01-16T21:52:10.032Z,335.921,afk
2023-01-16T21:52:10.032Z,310.891,afk
2023-01-16T21:37:54.010Z,856.037,not-afk
2023-01-16T21:33:09.799Z,284.21,afk
2023-01-16T21:33:09.799Z,244.287,afk
2023-01-16T21:33:09.799Z,249.291,afk
2023-01-16T21:33:09.799Z,234.278,afk
2023-01-16T21:22:52.770Z,617.043,not-afk
2023-01-16T21:19:35.828Z,186.938,afk
2023-01-16T21:19:35.825Z,196.944,afk
2023-01-16T21:19:35.825Z,196.944,afk
2023-01-16T21:00:45.644Z,1130.185,not-afk
2023-01-16T20:47:42.391Z,783.252,afk
2023-01-16T20:47:42.391Z,327.275,afk
2023-01-16T20:47:42.391Z,327.275,afk
2023-01-16T20:47:42.391Z,332.287,afk
2023-01-16T20:47:42.391Z,0.016,not-afk
2023-01-16T20:47:42.391Z,342.317,afk
2023-01-16T20:47:42.391Z,342.317,afk
2023-01-16T20:47:42.391Z,352.343,afk
2023-01-16T20:47:42.391Z,317.246,afk
2023-01-16T20:34:33.595Z,788.81,afk
2023-01-16T20:34:33.595Z,369.482,afk
2023-01-16T20:34:33.595Z,374.493,afk
2023-01-16T20:34:33.595Z,379.506,afk
